'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-01311','2018-04-05 13:07:20','1308',9,'2018-04-05 13:19:00','1320',7,11,2160
'SPB-06019','2018-04-05 13:07:34','703',12,'2018-04-05 14:52:24','723',15,104,920
'SPB-12644','2018-04-05 13:08:27','911',6,'2018-04-05 13:13:05','913',7,4,660
'SPB-10292','2018-04-05 13:09:56','1044',9,'2018-04-05 13:20:28','1015',3,10,730
'SPB-08031','2018-04-05 13:10:05','195',10,'2018-04-05 13:41:54','3101',9,30,2690
'SPB-01212','2018-04-05 13:10:59','337',1,'2018-04-05 14:33:16','339',10,81,1180
'SPB-11443','2018-04-05 13:13:09','262',11,'2018-04-05 13:50:57','263',10,36,4300
'SPB-11209','2018-04-05 13:13:16','138',10,'2018-04-05 13:23:21','112',3,9,1600
'SPB-11700','2018-04-05 13:14:48','107',1,'2018-04-05 15:00:34','107',1,97,2000
'SPB-15374','2018-04-05 13:15:27','1960',3,'2018-04-05 13:23:14','1958',1,7,1190
'SPB-09192','2018-04-05 13:15:37','257',2,'2018-04-05 13:58:17','708',13,42,5200
'SPB-16084','2018-04-05 13:16:22','900',10,'2018-04-05 13:25:45','931',9,9,1390
'SPB-15588','2018-04-05 13:16:48','926',4,'2018-04-05 13:55:13','919',2,38,0
'SPB-15346','2018-04-05 13:18:04','185',6,'2018-04-05 13:27:16','129',12,8,1770
'SPB-09956','2018-04-05 13:18:23','152',7,'2018-04-05 13:28:46','421',2,10,1510
'SPB-10911','2018-04-05 13:18:27','126',19,'2018-04-05 13:31:06','111',9,12,1810
'SPB-05314','2018-04-05 13:18:34','1226',3,'2018-04-05 13:56:37','1271',7,37,5850
'SPB-10808','2018-04-05 13:18:37','155',11,'2018-04-05 13:28:06','113',17,9,1470
'SPB-00262','2018-04-05 13:18:49','1212',1,'2018-04-05 13:41:19','1212',1,22,0
'SPB-12374','2018-04-05 13:20:36','205',1,'2018-04-05 15:18:28','1224',11,110,20240
'SPB-05542','2018-04-05 13:20:39','1248',1,'2018-04-05 13:24:19','1218',10,3,920
'SPB-10792','2018-04-05 13:21:29','746',10,'2018-04-05 13:32:12','723',3,10,1010
'SPB-03375','2018-04-05 13:21:40','1264',8,'2018-04-05 13:28:45','1020',11,6,1690
'SPB-14187','2018-04-05 13:21:47','1010',19,'2018-04-05 13:57:48','1010',14,35,1160
'SPB-06351','2018-04-05 13:23:55','513',1,'2018-04-05 13:29:40','511',1,5,730
'SPB-07492','2018-04-05 13:24:01','945',10,'2018-04-05 13:38:55','933',9,14,2930
'SPB-13189','2018-04-05 13:24:43','339',1,'2018-04-05 14:21:21','345',2,56,760
'SPB-05522','2018-04-05 13:24:59','1245',7,'2018-04-05 13:45:53','1243',11,20,930
'SPB-05006','2018-04-05 13:25:40','1976',8,'2018-04-05 14:04:09','274',2,38,5880
'SPB-13335','2018-04-05 13:25:43','221',8,'2018-04-05 13:31:06','207',30,5,770
'SPB-14122','2018-04-05 13:25:45','503',13,'2018-04-05 13:35:40','573',2,9,2060
'SPB-12113','2018-04-05 13:27:24','318',2,'2018-04-05 15:09:07','324',1,95,3810
'SPB-00298','2018-04-05 13:28:52','1230',1,'2018-04-05 13:41:11','1228',10,11,2220
'SPB-13166','2018-04-05 13:30:27','1313',3,'2018-04-05 13:39:08','1316',5,8,1180
'SPB-08607','2018-04-05 13:30:45','341',10,'2018-04-05 13:40:58','339',4,9,1690
'SPB-13929','2018-04-05 13:30:58','167',2,'2018-04-05 13:42:12','194',1,10,1760
'SPB-15271','2018-04-05 13:31:18','516',8,'2018-04-05 13:41:21','540',1,9,1560
'SPB-13624','2018-04-05 13:31:22','504',4,'2018-04-05 13:57:50','504',4,26,1780
'SPB-10380','2018-04-05 13:33:05','643',10,'2018-04-05 13:40:40','539',2,7,1150
'SPB-06289','2018-04-05 13:33:23','525',10,'2018-04-05 14:46:59','565',1,73,3940
'SPB-06524','2018-04-05 13:33:40','643',5,'2018-04-05 13:40:42','539',4,6,1150
'SPB-14880','2018-04-05 13:34:47','312',4,'2018-04-05 13:39:42','173',2,4,1240
'SPB-11332','2018-04-05 13:34:49','1984',2,'2018-04-05 13:41:31','1946',1,6,1090
'SPB-09956','2018-04-05 13:35:03','421',2,'2018-04-05 13:51:11','183',4,15,2470
'SPB-04763','2018-04-05 13:35:49','1625',2,'2018-04-05 13:50:10','1636',1,14,2130
'SPB-14929','2018-04-05 13:36:00','114',1,'2018-04-05 13:52:34','105',5,16,1680
'SPB-01966','2018-04-05 13:36:35','103',7,'2018-04-05 13:53:20','196',6,16,2550
'SPB-07519','2018-04-05 13:36:43','278',1,'2018-04-05 13:46:46','1904',5,9,1880
'SPB-04583','2018-04-05 13:37:53','505',4,'2018-04-05 13:41:25','590',4,3,990
'SPB-15692','2018-04-05 13:38:36','734',7,'2018-04-05 13:48:48','708',16,9,1570
'SPB-10094','2018-04-05 13:41:19','104',8,'2018-04-05 14:24:23','134',2,41,5860
'SPB-16155','2018-04-05 13:41:39','624',4,'2018-04-05 14:08:34','361',9,26,3240
'SPB-08115','2018-04-05 13:42:36','421',4,'2018-04-05 14:03:11','176',10,19,3480
'SPB-08607','2018-04-05 13:42:37','339',4,'2018-04-05 13:50:32','329',1,7,1180
'SPB-05350','2018-04-05 13:44:20','339',6,'2018-04-05 14:17:17','359',6,32,630
'SPB-13563','2018-04-05 13:44:29','1123',14,'2018-04-05 13:57:26','1121',2,12,2040
'SPB-14587','2018-04-05 13:45:22','923',9,'2018-04-05 13:55:26','932',1,9,1820
'SPB-14947','2018-04-05 13:45:30','1251',3,'2018-04-05 15:16:48','1221',10,91,2970
'SPB-06745','2018-04-05 13:46:39','584',17,'2018-04-05 15:17:43','546',8,90,7280
'SPB-08700','2018-04-05 13:47:00','412',3,'2018-04-05 13:50:29','408',17,3,650
'SPB-15800','2018-04-05 13:48:22','515',10,'2018-04-05 14:43:47','1249',3,55,5200
'SPB-13557','2018-04-05 13:49:49','1208',18,'2018-04-05 15:16:25','1208',19,86,1520
'SPB-06065','2018-04-05 13:49:57','908',1,'2018-04-05 13:52:42','906',1,2,530
'SPB-02747','2018-04-05 13:50:15','579',5,'2018-04-05 15:53:42','579',8,123,2500
'SPB-08262','2018-04-05 13:53:10','363',9,'2018-04-05 13:58:44','605',8,5,570
'SPB-12241','2018-04-05 13:55:29','1907',2,'2018-04-05 14:41:49','1958',2,45,2180
'SPB-03050','2018-04-05 13:55:45','412',4,'2018-04-05 13:59:28','409',6,3,630
'SPB-08730','2018-04-05 13:57:22','113',25,'2018-04-05 14:39:38','2025',7,38,8190
'SPB-10911','2018-04-05 13:57:31','111',9,'2018-04-05 14:09:44','130',10,11,1660
'SPB-13919','2018-04-05 13:57:39','230',10,'2018-04-05 14:11:33','230',10,13,2570
'SPB-05412','2018-04-05 13:58:06','239',5,'2018-04-05 14:08:41','262',8,10,2050
'SPB-14187','2018-04-05 13:58:58','1010',14,'2018-04-05 14:07:44','1044',9,8,1360
'SPB-15426','2018-04-05 13:59:10','336',9,'2018-04-05 14:31:23','336',7,31,1250
'SPB-09421','2018-04-05 14:00:47','1655',5,'2018-04-05 14:20:47','1681',1,19,2780
'SPB-10674','2018-04-05 14:01:29','1209',18,'2018-04-05 14:49:50','1209',5,46,3210
'SPB-10421','2018-04-05 14:01:46','175',8,'2018-04-05 14:25:08','170',4,22,1210
'SPB-13609','2018-04-05 14:02:44','388',7,'2018-04-05 14:38:05','358',6,34,1450
'SPB-03094','2018-04-05 14:04:07','577',8,'2018-04-05 14:18:16','576',4,13,2030
'SPB-14860','2018-04-05 14:04:25','3501',6,'2018-04-05 14:17:35','3501',5,12,2380
'SPB-14097','2018-04-05 14:05:40','577',7,'2018-04-05 14:49:10','584',7,43,7290
'SPB-16244','2018-04-05 14:06:22','152',4,'2018-04-05 14:33:25','912',2,26,5690
'SPB-07574','2018-04-05 14:07:16','415',10,'2018-04-05 15:11:21','192',9,58,3650
'SPB-07547','2018-04-05 14:08:31','1303',9,'2018-04-05 14:22:32','1303',4,13,1360
'SPB-15561','2018-04-05 14:12:52','182',9,'2018-04-05 14:30:49','148',10,17,4660
'SPB-15999','2018-04-05 14:16:13','578',1,'2018-04-05 14:22:04','578',1,5,0
'SPB-15271','2018-04-05 14:16:42','540',1,'2018-04-05 14:22:37','584',13,5,1310
'SPB-05350','2018-04-05 14:17:32','359',6,'2018-04-05 15:03:19','356',3,45,3800
'SPB-13189','2018-04-05 14:21:52','345',2,'2018-04-05 15:07:35','345',4,45,500
'SPB-12644','2018-04-05 14:23:38','913',7,'2018-04-05 14:28:32','901',5,4,680
'SPB-13916','2018-04-05 14:25:45','2106',9,'2018-04-05 14:59:11','1822',7,33,4040
'SPB-12949','2018-04-05 14:26:57','2321',1,'2018-04-05 14:34:26','2342',3,6,970
'SPB-09180','2018-04-05 14:28:47','594',4,'2018-04-05 14:33:45','529',2,4,800
'SPB-05402','2018-04-05 14:30:19','1245',10,'2018-04-05 15:06:47','1245',1,35,1630
'SPB-08246','2018-04-05 14:31:35','526',1,'2018-04-05 14:34:19','529',5,2,560
'SPB-16184','2018-04-05 14:31:46','1006',1,'2018-04-05 14:36:53','1033',10,4,500
'SPB-03021','2018-04-05 14:31:54','3522',1,'2018-04-05 14:35:32','3522',1,3,530
'SPB-06726','2018-04-05 14:32:06','2145',1,'2018-04-05 14:45:26','2102',1,12,2110
'SPB-12696','2018-04-05 14:33:30','1953',7,'2018-04-05 14:58:41','1941',6,24,980
'SPB-02878','2018-04-05 14:33:58','503',3,'2018-04-05 14:39:51','591',1,5,840
'SPB-15164','2018-04-05 14:34:17','926',2,'2018-04-05 14:46:16','901',10,11,1690
'SPB-00542','2018-04-05 14:35:25','141',3,'2018-04-05 15:03:19','3102',5,27,2770
'SPB-14053','2018-04-05 14:36:35','3522',8,'2018-04-05 14:52:53','520',6,15,2580
'SPB-12465','2018-04-05 14:37:43','945',5,'2018-04-05 14:48:29','923',10,10,1400
'SPB-13109','2018-04-05 14:37:46','126',17,'2018-04-05 15:05:08','210',1,25,4610
'SPB-07918','2018-04-05 14:37:56','589',1,'2018-04-05 14:55:43','589',3,16,750
'SPB-13632','2018-04-05 14:39:00','2103',1,'2018-04-05 15:10:51','1928',2,31,6580
'SPB-09893','2018-04-05 14:41:01','3504',5,'2018-04-05 14:50:14','514',7,8,1450
'SPB-09420','2018-04-05 14:41:40','401',4,'2018-04-05 14:46:44','402',20,4,700
'SPB-15413','2018-04-05 14:43:38','1827',19,'2018-04-05 15:50:59','1912',4,67,14090
'SPB-01446','2018-04-05 14:43:59','3522',6,'2018-04-05 15:02:29','536',1,18,3240
'SPB-15800','2018-04-05 14:44:01','1249',3,'2018-04-05 16:19:17','1249',7,94,830
'SPB-08589','2018-04-05 14:45:24','723',9,'2018-04-05 14:55:50','746',4,9,1160
'SPB-06289','2018-04-05 14:48:04','565',1,'2018-04-05 15:30:45','2027',13,42,9030
'SPB-13194','2018-04-05 14:48:22','204',13,'2018-04-05 14:57:31','274',9,8,1660
'SPB-10911','2018-04-05 14:51:25','130',10,'2018-04-05 14:56:00','125',4,4,630
'SPB-06031','2018-04-05 14:53:12','105',1,'2018-04-05 14:58:15','112',2,4,960
'SPB-05086','2018-04-05 14:55:33','271',9,'2018-04-05 15:07:39','226',20,11,0
'SPB-07593','2018-04-05 14:57:35','106',5,'2018-04-05 15:06:22','102',8,8,790
'SPB-07578','2018-04-05 14:57:38','108',9,'2018-04-05 15:02:22','113',20,4,740
'SPB-06481','2018-04-05 14:59:39','933',10,'2018-04-05 15:03:55','906',2,3,820
'SPB-11924','2018-04-05 15:00:40','1118',1,'2018-04-05 15:21:19','1118',1,19,2020
'SPB-08842','2018-04-05 15:01:43','1271',13,'2018-04-05 15:28:12','1215',13,25,2150
'SPB-06158','2018-04-05 15:02:30','204',3,'2018-04-05 15:22:26','245',10,19,2240
'SPB-15306','2018-04-05 15:02:58','1408',10,'2018-04-05 15:18:30','1602',14,15,2780
'SPB-10160','2018-04-05 15:03:47','818',12,'2018-04-05 15:09:13','820',4,5,810
'SPB-11995','2018-04-05 15:04:09','637',4,'2018-04-05 15:21:52','624',4,17,2540
'SPB-08057','2018-04-05 15:07:58','2361',5,'2018-04-05 16:39:36','2308',12,87,2700
'SPB-13189','2018-04-05 15:08:07','345',4,'2018-04-05 15:35:32','338',9,27,780
'SPB-10421','2018-04-05 15:08:14','170',4,'2018-04-05 15:20:02','175',1,11,1120
'SPB-13745','2018-04-05 15:08:36','213',15,'2018-04-05 15:12:53','220',2,3,1090
'SPB-06397','2018-04-05 15:12:35','633',7,'2018-04-05 15:30:07','586',4,17,2510
'SPB-14867','2018-04-05 15:13:16','1514',7,'2018-04-05 15:17:22','1535',1,3,650
'SPB-09539','2018-04-05 15:15:15','931',10,'2018-04-05 15:30:34','177',1,15,3370
'SPB-06745','2018-04-05 15:18:27','546',8,'2018-04-05 16:34:48','551',10,76,3840
'SPB-14947','2018-04-05 15:18:44','1221',10,'2018-04-05 17:07:02','1251',2,107,4040
'SPB-04538','2018-04-05 15:21:18','3522',9,'2018-04-05 15:32:25','625',8,10,1240
'SPB-13772','2018-04-05 15:21:59','320',20,'2018-04-05 15:56:46','364',6,34,4330
'SPB-07685','2018-04-05 15:22:11','590',7,'2018-04-05 15:53:39','590',1,31,2680
'SPB-13596','2018-04-05 15:23:09','136',6,'2018-04-05 15:42:36','136',1,19,3710
'SPB-12281','2018-04-05 15:26:33','414',5,'2018-04-05 15:33:54','133',9,7,1890
'SPB-09310','2018-04-05 15:27:00','1308',8,'2018-04-05 16:02:00','1308',10,33,2100
'SPB-11292','2018-04-05 15:31:06','501',1,'2018-04-05 15:34:44','588',1,3,560
'SPB-13189','2018-04-05 15:36:01','338',9,'2018-04-05 15:52:54','339',6,16,1020
'SPB-08440','2018-04-05 15:36:30','905',1,'2018-04-05 15:56:51','945',1,19,1410
'SPB-08607','2018-04-05 15:38:19','329',1,'2018-04-05 15:46:04','308',10,7,1340
'SPB-01605','2018-04-05 15:40:32','213',9,'2018-04-05 15:44:33','212',7,3,590
'SPB-05271','2018-04-05 15:43:38','1656',10,'2018-04-05 15:51:43','1657',1,7,1060
'SPB-08082','2018-04-05 15:46:25','1351',7,'2018-04-05 16:08:18','390',2,21,3650
'SPB-12361','2018-04-05 15:47:08','1351',3,'2018-04-05 15:53:28','1338',4,6,9210
'SPB-00305','2018-04-05 15:48:16','2324',4,'2018-04-05 15:55:28','2355',17,6,1200
'SPB-15658','2018-04-05 15:48:28','503',10,'2018-04-05 15:58:37','555',6,9,2030
'SPB-15576','2018-04-05 15:52:24','516',5,'2018-04-05 16:23:29','553',9,30,3700
'SPB-11777','2018-04-05 15:53:46','630',11,'2018-04-05 17:14:48','630',5,80,18220
'SPB-05767','2018-04-05 15:55:30','809',5,'2018-04-05 16:34:22','2003',3,38,7290
'SPB-14053','2018-04-05 15:57:02','520',6,'2018-04-05 16:07:54','525',13,10,1610
'SPB-16003','2018-04-05 15:57:38','1044',7,'2018-04-05 16:17:34','1015',7,19,980
'SPB-01212','2018-04-05 16:00:17','339',10,'2018-04-05 16:04:43','334',9,4,670
'SPB-05271','2018-04-05 16:01:54','1657',1,'2018-04-05 16:08:14','1636',4,6,920
'SPB-13831','2018-04-05 16:02:36','415',9,'2018-04-05 16:53:12','412',4,50,3020
'SPB-09997','2018-04-05 16:04:04','926',1,'2018-04-05 16:19:19','931',1,14,1760
'SPB-09709','2018-04-05 16:05:33','144',9,'2018-04-05 16:14:38','125',15,8,1370
'SPB-15100','2018-04-05 16:08:25','122',1,'2018-04-05 16:59:53','115',1,51,2830
'SPB-14966','2018-04-05 16:11:02','1033',7,'2018-04-05 17:33:04','1231',5,81,9540
'SPB-01935','2018-04-05 16:13:03','503',11,'2018-04-05 16:29:53','560',4,16,0
'SPB-12193','2018-04-05 16:16:50','2050',6,'2018-04-05 17:58:31','2141',8,96,9750
'SPB-09031','2018-04-05 16:17:22','146',10,'2018-04-05 16:55:05','1906',12,35,6350
'SPB-16003','2018-04-05 16:18:47','1015',7,'2018-04-05 16:27:15','1036',1,8,1550
'SPB-15510','2018-04-05 16:18:49','346',7,'2018-04-05 16:31:48','335',1,12,1950
'SPB-15800','2018-04-05 16:19:30','1249',7,'2018-04-05 17:01:14','2324',7,41,1340
'SPB-10792','2018-04-05 16:21:35','723',3,'2018-04-05 16:32:02','719',8,9,1250
'SPB-11912','2018-04-05 16:24:23','820',7,'2018-04-05 16:30:22','818',11,5,61240
'SPB-10616','2018-04-05 16:27:56','702',5,'2018-04-05 17:09:01','702',1,39,3340
'SPB-00736','2018-04-05 16:29:46','505',7,'2018-04-05 16:38:09','503',2,8,1160
'SPB-14048','2018-04-05 16:31:45','3505',3,'2018-04-05 17:19:56','3519',4,47,8320
'SPB-16055','2018-04-05 16:33:47','339',2,'2018-04-05 16:54:50','375',1,20,2910
'SPB-03009','2018-04-05 16:34:49','592',9,'2018-04-05 16:37:27','590',2,2,570
'SPB-06745','2018-04-05 16:35:30','551',10,'2018-04-05 18:05:22','505',4,89,7140
'SPB-03009','2018-04-05 16:39:23','590',2,'2018-04-05 16:49:47','590',2,10,1330
'SPB-12287','2018-04-05 16:39:23','816',6,'2018-04-05 18:26:24','2107',1,102,23060
'SPB-08057','2018-04-05 16:39:51','2308',12,'2018-04-05 18:19:05','2306',3,95,2530
'SPB-10295','2018-04-05 16:40:25','1655',4,'2018-04-05 17:24:09','540',8,43,10210
'SPB-13415','2018-04-05 16:41:58','332',2,'2018-04-05 17:14:02','320',6,31,2260
'SPB-13166','2018-04-05 16:46:10','1316',5,'2018-04-05 16:54:08','1313',9,7,1260
'SPB-08776','2018-04-05 16:49:33','1244',2,'2018-04-05 16:58:13','1201',10,8,1330
'SPB-08082','2018-04-05 16:51:51','390',2,'2018-04-05 17:01:34','339',2,9,1100
'SPB-15748','2018-04-05 16:53:28','343',8,'2018-04-05 17:10:48','343',3,16,2170
'SPB-15806','2018-04-05 16:54:10','2056',8,'2018-04-05 17:03:33','2156',3,9,2380
'SPB-15800','2018-04-05 17:01:33','2324',7,'2018-04-05 18:04:10','2333',13,62,4300
'SPB-13563','2018-04-05 17:02:32','1121',2,'2018-04-05 17:11:44','1123',14,8,2010
'SPB-10074','2018-04-05 17:03:08','2206',1,'2018-04-05 17:07:33','2202',16,4,950
'SPB-08960','2018-04-05 17:04:39','719',2,'2018-04-05 17:33:23','719',2,28,450
'SPB-12340','2018-04-05 17:07:15','378',7,'2018-04-05 17:19:19','530',3,10,1530
'SPB-13831','2018-04-05 17:07:28','412',4,'2018-04-05 17:12:13','415',10,4,880
'SPB-12699','2018-04-05 17:08:46','2309',10,'2018-04-05 17:14:20','2312',6,5,750
'SPB-06527','2018-04-05 17:09:25','2281',6,'2018-04-05 17:12:58','2222',3,3,570
'SPB-12974','2018-04-05 17:11:28','2248',1,'2018-04-05 17:56:39','2252',6,40,1730
'SPB-06726','2018-04-05 17:11:31','2102',1,'2018-04-05 17:38:45','1906',3,26,6360
'SPB-05522','2018-04-05 17:11:36','1243',11,'2018-04-05 17:18:56','1246',3,6,1160
'SPB-14990','2018-04-05 17:11:59','911',8,'2018-04-05 17:42:28','911',5,30,1270
'SPB-06245','2018-04-05 17:16:05','345',7,'2018-04-05 18:14:57','345',7,58,2290
'SPB-08422','2018-04-05 17:16:55','2230',12,'2018-04-05 17:29:29','2227',1,11,1300
'SPB-16154','2018-04-05 17:18:47','1035',9,'2018-04-05 20:53:20','1041',7,214,1470
'SPB-04836','2018-04-05 17:20:02','351',2,'2018-04-05 18:37:37','1321',7,77,11260
'SPB-06582','2018-04-05 17:22:10','192',8,'2018-04-05 17:43:16','415',9,20,4050
'SPB-03280','2018-04-05 17:22:20','1911',3,'2018-04-05 17:33:43','1958',6,11,2210
'SPB-10214','2018-04-05 17:23:18','540',8,'2018-04-05 17:34:35','514',1,10,2290
'SPB-10143','2018-04-05 17:23:34','538',1,'2018-04-05 17:26:56','526',1,3,570
'SPB-09486','2018-04-05 17:24:14','258',3,'2018-04-05 17:36:01','236',3,11,1750
'SPB-04318','2018-04-05 17:29:50','2213',4,'2018-04-05 17:51:40','2025',12,21,4340
'SPB-15561','2018-04-05 17:30:32','111',5,'2018-04-05 17:42:52','112',5,12,1610
'SPB-05628','2018-04-05 17:34:29','1705',10,'2018-04-05 17:42:26','1707',8,7,2190
'SPB-14265','2018-04-05 17:34:51','305',14,'2018-04-05 17:43:51','301',7,8,1060
'SPB-06626','2018-04-05 17:35:33','719',6,'2018-04-05 17:44:53','746',10,8,1770
'SPB-13639','2018-04-05 17:38:37','1642',7,'2018-04-05 18:07:18','1642',7,28,3050
'SPB-15532','2018-04-05 17:38:58','155',14,'2018-04-05 17:49:10','154',1,9,1720
'SPB-13381','2018-04-05 17:41:24','229',17,'2018-04-05 18:11:34','268',8,29,1040
'SPB-06126','2018-04-05 17:42:03','501',2,'2018-04-05 17:48:11','590',7,5,620
'SPB-03340','2018-04-05 17:43:06','407',3,'2018-04-05 18:36:27','1124',6,52,7160
'SPB-15490','2018-04-05 17:43:48','183',5,'2018-04-05 17:54:05','152',1,9,2620
'SPB-01299','2018-04-05 17:45:51','563',6,'2018-04-05 17:50:29','567',9,4,890
'SPB-11132','2018-04-05 17:47:22','2308',14,'2018-04-05 18:03:02','565',6,15,2850
'SPB-12701','2018-04-05 17:50:12','1243',16,'2018-04-05 18:18:29','2341',1,27,5010
'SPB-06126','2018-04-05 17:51:44','590',7,'2018-04-05 17:54:52','592',8,2,580
'SPB-09427','2018-04-05 17:54:13','827',9,'2018-04-05 18:02:26','828',1,7,1150
'SPB-14674','2018-04-05 17:54:24','356',14,'2018-04-05 18:05:05','1302',2,10,1690
'SPB-07424','2018-04-05 17:55:50','514',2,'2018-04-05 18:04:00','513',6,7,1190
'SPB-14273','2018-04-05 17:56:55','1438',14,'2018-04-05 18:04:24','1430',6,7,1470
'SPB-14766','2018-04-05 17:58:09','307',1,'2018-04-05 18:04:47','385',10,6,1270
'SPB-13831','2018-04-05 17:58:34','415',10,'2018-04-05 18:09:21','165',6,10,2220
'SPB-12193','2018-04-05 17:58:58','2141',8,'2018-04-05 18:34:37','1925',6,34,9450
'SPB-06577','2018-04-05 18:00:02','579',2,'2018-04-05 18:07:11','3522',9,6,1160
'SPB-07749','2018-04-05 18:00:32','3507',25,'2018-04-05 18:04:23','573',3,3,590
'SPB-04800','2018-04-05 18:01:50','612',19,'2018-04-05 18:09:00','613',9,6,780
'SPB-12982','2018-04-05 18:01:56','612',20,'2018-04-05 18:09:07','613',10,7,62060
'SPB-04424','2018-04-05 18:02:24','594',15,'2018-04-05 18:06:30','529',7,3,850
'SPB-13691','2018-04-05 18:02:47','921',5,'2018-04-05 18:11:24','905',2,8,1010
'SPB-14190','2018-04-05 18:03:06','346',3,'2018-04-05 18:26:16','324',5,22,3420
'SPB-15999','2018-04-05 18:04:17','578',1,'2018-04-05 18:07:18','563',6,2,70
'SPB-15800','2018-04-05 18:04:31','2333',13,'2018-04-05 19:31:47','2327',3,86,790
'SPB-13296','2018-04-05 18:05:14','364',1,'2018-04-05 20:07:58','361',4,122,750
'SPB-06624','2018-04-05 18:05:16','2323',6,'2018-04-05 18:08:40','2321',1,3,760
'SPB-11500','2018-04-05 18:05:23','2265',25,'2018-04-05 18:10:20','2264',9,4,660
'SPB-01292','2018-04-05 18:06:02','304',1,'2018-04-05 18:10:35','316',1,4,1310
'SPB-09426','2018-04-05 18:06:30','2156',5,'2018-04-05 18:13:50','2113',3,7,1190
'SPB-14122','2018-04-05 18:06:55','573',2,'2018-04-05 18:56:09','505',5,48,2210
'SPB-00562','2018-04-05 18:07:32','312',4,'2018-04-05 18:12:23','303',2,4,1080
'SPB-16232','2018-04-05 18:08:06','563',8,'2018-04-05 18:35:11','621',13,26,5240
'SPB-12705','2018-04-05 18:08:10','186',8,'2018-04-05 18:43:45','1930',3,34,9720
'SPB-02443','2018-04-05 18:09:00','2317',10,'2018-04-05 18:29:44','1269',10,20,3560
'SPB-12954','2018-04-05 18:09:16','314',1,'2018-04-05 18:23:31','327',5,13,1500
'SPB-09863','2018-04-05 18:09:22','180',4,'2018-04-05 19:03:35','142',10,52,1430
'SPB-01713','2018-04-05 18:10:53','338',18,'2018-04-05 18:19:41','332',3,8,1390
'SPB-12576','2018-04-05 18:11:31','2025',2,'2018-04-05 18:40:14','2025',6,27,6410
'SPB-06541','2018-04-05 18:12:29','1834',2,'2018-04-05 18:35:57','1825',8,23,3660
'SPB-08356','2018-04-05 18:12:54','506',3,'2018-04-05 18:42:31','553',10,29,3410
'SPB-10591','2018-04-05 18:14:28','214',1,'2018-04-05 18:22:29','258',2,7,750
'SPB-06348','2018-04-05 18:14:56','2107',23,'2018-04-05 19:00:55','1906',9,45,8070
'SPB-13758','2018-04-05 18:15:53','248',1,'2018-04-05 19:05:15','2013',9,48,6890
'SPB-10151','2018-04-05 18:18:13','1201',7,'2018-04-05 18:34:09','2377',10,15,1860
'SPB-16003','2018-04-05 18:18:41','1036',1,'2018-04-05 18:35:37','1027',4,16,2560
'SPB-02421','2018-04-05 18:20:40','1834',3,'2018-04-05 18:32:58','1824',3,11,2420
'SPB-14048','2018-04-05 18:21:04','3519',4,'2018-04-05 18:50:24','3519',4,28,3540
'SPB-11262','2018-04-05 18:22:00','1911',1,'2018-04-05 18:39:14','2102',6,16,2480
'SPB-11473','2018-04-05 18:22:47','2222',2,'2018-04-05 18:55:15','2227',8,32,1950
'SPB-14966','2018-04-05 18:26:38','1231',5,'2018-04-05 18:32:46','1269',3,5,860
'SPB-10740','2018-04-05 18:27:18','1020',15,'2018-04-05 18:30:46','1013',15,3,620
'SPB-15693','2018-04-05 18:28:06','115',4,'2018-04-05 20:21:32','199',1,113,4170
'SPB-00683','2018-04-05 18:28:31','526',9,'2018-04-05 18:59:35','639',4,30,4560
'SPB-13405','2018-04-05 18:28:50','1210',14,'2018-04-05 18:33:43','1233',9,4,930
'SPB-16233','2018-04-05 18:30:17','311',5,'2018-04-05 18:38:29','307',2,7,960
'SPB-04190','2018-04-05 18:30:32','245',2,'2018-04-05 19:01:19','726',14,30,3390
'SPB-03975','2018-04-05 18:31:44','703',4,'2018-04-05 18:53:18','1139',7,21,2500
'SPB-14138','2018-04-05 18:32:29','601',10,'2018-04-05 18:44:55','642',6,12,1350
'SPB-13547','2018-04-05 18:33:13','312',3,'2018-04-05 18:46:58','306',4,13,1270
'SPB-13624','2018-04-05 18:33:23','504',4,'2018-04-05 18:42:52','546',3,9,1070
'SPB-12222','2018-04-05 18:34:43','601',6,'2018-04-05 18:44:45','583',20,9,1320
'SPB-01377','2018-04-05 18:35:21','542',19,'2018-04-05 18:45:49','576',1,10,1550
'SPB-08410','2018-04-05 18:36:13','567',6,'2018-04-05 18:39:38','514',2,3,450
'SPB-13462','2018-04-05 18:41:10','369',1,'2018-04-05 18:47:02','302',2,5,580
'SPB-07369','2018-04-05 18:41:13','1016',8,'2018-04-05 18:53:33','1035',16,12,1780
'SPB-10104','2018-04-05 18:41:13','409',24,'2018-04-05 19:10:28','185',15,27,6360
'SPB-16049','2018-04-05 18:41:32','177',8,'2018-04-05 19:19:14','133',11,37,3050
'SPB-15175','2018-04-05 18:42:30','104',2,'2018-04-05 18:48:07','107',5,5,1160
'SPB-02613','2018-04-05 18:42:35','126',18,'2018-04-05 18:48:51','122',7,5,720
'SPB-11678','2018-04-05 18:43:07','314',8,'2018-04-05 18:50:26','302',1,7,910
'SPB-10898','2018-04-05 18:43:19','304',2,'2018-04-05 18:53:47','314',1,10,1180
'SPB-11700','2018-04-05 18:43:29','107',1,'2018-04-05 18:55:26','3102',10,11,1900
