'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-14721','2018-04-05 01:22:53','819',4,'2018-04-05 01:58:18','807',5,35,2820
'SPB-03510','2018-04-05 01:23:00','707',1,'2018-04-05 01:34:54','704',8,11,2000
'SPB-01895','2018-04-05 01:23:01','1231',10,'2018-04-05 01:48:29','3509',14,25,6050
'SPB-13866','2018-04-05 01:23:05','815',9,'2018-04-05 01:36:42','813',18,13,2870
'SPB-12839','2018-04-05 01:23:27','2303',3,'2018-04-05 01:45:33','825',1,20,3500
'SPB-06077','2018-04-05 01:23:27','301',7,'2018-04-05 01:47:48','1306',4,23,4720
'SPB-08769','2018-04-05 01:23:27','1124',7,'2018-04-05 01:51:01','740',3,27,4410
'SPB-08428','2018-04-05 01:23:28','1010',4,'2018-04-05 01:39:12','1267',3,14,2850
'SPB-01485','2018-04-05 01:23:28','2325',1,'2018-04-05 01:55:33','2325',1,31,650
'SPB-10863','2018-04-05 01:23:30','600',1,'2018-04-05 01:28:26','606',1,4,940
'SPB-04743','2018-04-05 01:23:36','127',6,'2018-04-05 01:33:59','148',11,10,1740
'SPB-04401','2018-04-05 01:23:41','1714',7,'2018-04-05 01:55:47','1655',10,31,3910
'SPB-06698','2018-04-05 01:23:51','543',9,'2018-04-05 01:30:14','505',1,6,1270
'SPB-16247','2018-04-05 01:23:57','2105',6,'2018-04-05 01:52:19','2127',8,27,2370
'SPB-01907','2018-04-05 01:23:59','543',7,'2018-04-05 01:39:21','576',3,15,1750
'SPB-15164','2018-04-05 01:24:00','932',2,'2018-04-05 01:33:34','926',2,9,1730
'SPB-12930','2018-04-05 01:24:17','1011',8,'2018-04-05 02:00:12','1010',4,36,3810
'SPB-02850','2018-04-05 01:24:21','358',6,'2018-04-05 01:33:28','344',3,8,1930
'SPB-02581','2018-04-05 01:24:35','535',14,'2018-04-05 01:57:21','3504',4,32,5040
'SPB-02853','2018-04-05 01:24:38','1625',8,'2018-04-05 01:54:18','1605',10,29,5080
'SPB-15756','2018-04-05 01:24:39','1337',1,'2018-04-05 01:43:36','1328',7,18,3540
'SPB-04639','2018-04-05 01:24:53','332',1,'2018-04-05 01:41:49','387',1,16,2760
'SPB-07350','2018-04-05 01:25:01','1414',6,'2018-04-05 01:37:09','627',6,11,1530
'SPB-06321','2018-04-05 01:25:07','1659',2,'2018-04-05 01:30:44','1669',6,5,1120
'SPB-15999','2018-04-05 01:25:08','516',5,'2018-04-05 01:34:16','562',2,8,1560
'SPB-12620','2018-04-05 01:25:24','536',2,'2018-04-05 01:33:50','559',5,7,770
'SPB-05528','2018-04-05 01:25:33','812',19,'2018-04-05 01:37:00','820',6,11,1980
'SPB-14149','2018-04-05 01:25:36','372',4,'2018-04-05 01:29:51','372',4,3,40
'SPB-14913','2018-04-05 01:25:47','146',6,'2018-04-05 01:44:24','148',1,18,670
'SPB-06031','2018-04-05 01:26:20','115',8,'2018-04-05 01:32:01','128',7,5,1050
'SPB-13798','2018-04-05 01:26:25','382',6,'2018-04-05 01:32:59','533',3,6,1490
'SPB-04974','2018-04-05 01:26:29','342',4,'2018-04-05 01:38:35','361',9,11,2000
'SPB-13940','2018-04-05 01:26:39','125',15,'2018-04-05 01:29:04','121',10,2,520
'SPB-08449','2018-04-05 01:26:43','138',1,'2018-04-05 02:04:46','127',15,35,730
'SPB-01640','2018-04-05 01:27:08','512',8,'2018-04-05 01:45:25','584',16,17,3110
'SPB-03392','2018-04-05 01:27:13','1251',4,'2018-04-05 02:24:56','1447',3,57,11160
'SPB-11274','2018-04-05 01:27:14','1308',6,'2018-04-05 01:39:14','601',7,10,990
'SPB-03924','2018-04-05 01:27:15','551',1,'2018-04-05 01:37:24','500',9,9,2340
'SPB-05391','2018-04-05 01:27:19','520',5,'2018-04-05 02:03:49','1351',2,36,3150
'SPB-01900','2018-04-05 01:27:35','110',17,'2018-04-05 01:35:38','175',20,7,1950
'SPB-15662','2018-04-05 01:27:43','520',6,'2018-04-05 02:24:57','1431',8,56,9600
'SPB-11484','2018-04-05 01:28:02','2013',28,'2018-04-05 01:43:06','250',5,13,2520
'SPB-01156','2018-04-05 01:28:11','1130',4,'2018-04-05 01:55:47','1120',1,27,3230
'SPB-10755','2018-04-05 01:28:13','115',4,'2018-04-05 01:42:14','176',2,13,2610
'SPB-07653','2018-04-05 01:28:16','1328',7,'2018-04-05 02:09:00','1328',5,38,56570
'SPB-15342','2018-04-05 01:28:32','520',3,'2018-04-05 01:41:08','614',9,12,1720
'SPB-02855','2018-04-05 01:28:40','359',4,'2018-04-05 01:46:11','1303',10,17,2880
'SPB-03732','2018-04-05 01:28:56','1515',2,'2018-04-05 01:44:44','1318',1,15,3060
'SPB-05078','2018-04-05 01:29:12','1962',7,'2018-04-05 01:54:16','2102',17,24,4050
'SPB-10632','2018-04-05 01:29:22','1044',4,'2018-04-05 01:39:11','1006',12,9,1000
'SPB-04237','2018-04-05 01:29:51','214',11,'2018-04-05 02:20:45','213',15,50,5110
'SPB-15229','2018-04-05 01:29:54','214',12,'2018-04-05 02:20:43','213',12,50,5100
'SPB-10375','2018-04-05 01:30:01','107',3,'2018-04-05 01:34:28','102',16,4,910
'SPB-06667','2018-04-05 01:30:10','1308',10,'2018-04-05 01:38:19','614',16,7,1100
'SPB-15238','2018-04-05 01:30:17','623',5,'2018-04-05 01:42:25','639',5,11,1170
'SPB-05735','2018-04-05 01:30:27','1124',1,'2018-04-05 01:37:33','1110',6,6,2230
'SPB-04700','2018-04-05 01:30:32','177',1,'2018-04-05 01:36:15','166',19,5,1050
'SPB-10977','2018-04-05 01:30:38','1637',4,'2018-04-05 01:41:06','1634',12,10,52280
'SPB-12884','2018-04-05 01:30:47','2308',11,'2018-04-05 01:49:56','514',1,18,43440
'SPB-13695','2018-04-05 01:30:53','179',1,'2018-04-05 01:38:51','113',25,7,1710
'SPB-12468','2018-04-05 01:30:57','3504',6,'2018-04-05 01:58:17','1208',2,25,4530
'SPB-16059','2018-04-05 01:31:03','1611',10,'2018-04-05 01:45:43','1420',1,14,3310
'SPB-06782','2018-04-05 01:31:05','1269',4,'2018-04-05 01:58:37','2348',10,27,3680
'SPB-10167','2018-04-05 01:31:25','502',12,'2018-04-05 02:01:03','583',20,29,8040
'SPB-01629','2018-04-05 01:31:27','834',2,'2018-04-05 02:32:37','802',4,60,5140
'SPB-13903','2018-04-05 01:31:28','361',9,'2018-04-05 02:07:17','1306',3,35,4050
'SPB-02642','2018-04-05 01:31:41','1925',12,'2018-04-05 01:54:05','236',8,22,4320
'SPB-14045','2018-04-05 01:31:50','502',8,'2018-04-05 02:00:11','3519',8,28,8070
'SPB-13707','2018-04-05 01:31:51','1018',20,'2018-04-05 01:37:59','1030',8,5,1570
'SPB-13639','2018-04-05 01:31:53','1407',1,'2018-04-05 01:46:08','1642',7,13,2380
'SPB-02639','2018-04-05 01:31:53','1520',5,'2018-04-05 02:03:24','1328',1,31,5440
'SPB-07448','2018-04-05 01:32:12','1321',14,'2018-04-05 01:36:53','1322',10,4,550
'SPB-14134','2018-04-05 01:32:23','639',12,'2018-04-05 01:51:48','634',3,18,1810
'SPB-02262','2018-04-05 01:32:32','623',3,'2018-04-05 01:42:23','639',10,9,1190
'SPB-09714','2018-04-05 01:32:38','834',2,'2018-04-05 02:30:43','802',7,55,5370
'SPB-00068','2018-04-05 01:32:53','834',3,'2018-04-05 02:32:46','802',2,59,5250
'SPB-13195','2018-04-05 01:33:02','316',11,'2018-04-05 03:26:47','1455',3,111,12570
'SPB-06401','2018-04-05 01:33:16','522',6,'2018-04-05 01:36:34','534',18,2,880
'SPB-03439','2018-04-05 01:33:16','514',4,'2018-04-05 01:40:38','512',10,7,1800
'SPB-07337','2018-04-05 01:33:16','834',3,'2018-04-05 02:32:55','802',3,57,5070
'SPB-06733','2018-04-05 01:33:46','144',2,'2018-04-05 01:46:37','800',1,12,2420
'SPB-03850','2018-04-05 01:33:48','1677',10,'2018-04-05 01:53:51','1436',1,19,3040
'SPB-03493','2018-04-05 01:33:49','2357',12,'2018-04-05 01:40:45','2330',10,6,1500
'SPB-02208','2018-04-05 01:33:52','2358',3,'2018-04-05 01:45:56','2274',2,11,2320
'SPB-10044','2018-04-05 01:33:55','114',6,'2018-04-05 02:11:42','1141',10,35,9390
'SPB-12980','2018-04-05 01:34:08','803',7,'2018-04-05 02:31:40','1337',7,56,8850
'SPB-14954','2018-04-05 01:34:20','2108',2,'2018-04-05 01:54:57','1911',1,20,4490
'SPB-09842','2018-04-05 01:34:30','1531',10,'2018-04-05 01:52:29','1663',9,17,3510
'SPB-08547','2018-04-05 01:34:36','173',2,'2018-04-05 01:55:26','134',8,20,3350
'SPB-00253','2018-04-05 01:34:40','1018',9,'2018-04-05 01:48:49','1248',19,13,2380
'SPB-03605','2018-04-05 01:34:44','709',2,'2018-04-05 01:59:31','714',2,24,5900
'SPB-02704','2018-04-05 01:34:48','832',1,'2018-04-05 01:54:29','147',7,19,4540
'SPB-00534','2018-04-05 01:34:50','555',10,'2018-04-05 01:53:53','589',4,18,3650
'SPB-02153','2018-04-05 01:34:54','524',4,'2018-04-05 02:33:02','580',5,57,10690
'SPB-13524','2018-04-05 01:34:57','1245',5,'2018-04-05 02:02:19','1221',1,27,5490
'SPB-07995','2018-04-05 01:35:13','1036',3,'2018-04-05 01:45:43','1010',1,9,2110
'SPB-08700','2018-04-05 01:35:14','179',5,'2018-04-05 02:12:02','930',4,34,4140
'SPB-03324','2018-04-05 01:35:28','562',7,'2018-04-05 01:46:40','538',1,10,2470
'SPB-12892','2018-04-05 01:35:34','2108',6,'2018-04-05 01:41:47','2171',16,6,850
'SPB-08057','2018-04-05 01:35:48','703',5,'2018-04-05 04:28:06','2361',5,163,23730
'SPB-09092','2018-04-05 01:36:04','209',2,'2018-04-05 02:14:06','2050',1,36,3360
'SPB-15215','2018-04-05 01:36:08','703',9,'2018-04-05 04:27:57','2361',4,171,23820
'SPB-12926','2018-04-05 01:36:27','1431',8,'2018-04-05 02:39:06','1412',10,61,2430
'SPB-12409','2018-04-05 01:36:45','3506',4,'2018-04-05 01:41:58','509',2,5,640
'SPB-11379','2018-04-05 01:37:36','1401',5,'2018-04-05 01:56:16','1334',3,17,1610
'SPB-05207','2018-04-05 01:37:42','2255',24,'2018-04-05 01:45:31','2263',19,7,1610
'SPB-15771','2018-04-05 01:37:43','112',6,'2018-04-05 03:05:04','1131',2,87,11790
'SPB-01813','2018-04-05 01:38:03','363',1,'2018-04-05 01:47:04','641',9,8,1740
'SPB-11514','2018-04-05 01:38:05','2250',9,'2018-04-05 02:17:55','2327',15,36,5070
'SPB-08854','2018-04-05 01:38:14','617',6,'2018-04-05 01:47:07','623',5,8,1250
'SPB-12276','2018-04-05 01:38:21','2255',18,'2018-04-05 01:54:11','2206',20,14,27830
'SPB-13395','2018-04-05 01:38:22','3514',8,'2018-04-05 02:23:00','568',9,44,7100
'SPB-03771','2018-04-05 01:38:24','914',7,'2018-04-05 01:54:28','932',8,15,2330
'SPB-10413','2018-04-05 01:38:29','2110',3,'2018-04-05 01:56:28','1901',5,18,3640
'SPB-12750','2018-04-05 01:38:43','1334',3,'2018-04-05 01:52:20','1328',4,13,2210
'SPB-14900','2018-04-05 01:38:43','144',5,'2018-04-05 02:12:40','802',9,33,5750
'SPB-06488','2018-04-05 01:38:57','930',1,'2018-04-05 01:49:36','914',20,10,1540
'SPB-01576','2018-04-05 01:39:01','1332',1,'2018-04-05 01:58:51','1534',17,19,2520
'SPB-04110','2018-04-05 01:39:05','1706',2,'2018-04-05 01:50:31','1628',3,11,2500
'SPB-05865','2018-04-05 01:39:08','112',10,'2018-04-05 03:04:56','1131',4,85,11600
'SPB-00402','2018-04-05 01:39:22','1260',2,'2018-04-05 01:58:48','542',16,19,4550
'SPB-10451','2018-04-05 01:39:27','112',1,'2018-04-05 03:05:17','1131',7,80,10270
'SPB-14921','2018-04-05 01:39:32','1317',5,'2018-04-05 02:01:17','1509',9,21,5370
'SPB-09310','2018-04-05 01:39:49','614',19,'2018-04-05 01:46:01','609',1,5,1380
'SPB-07909','2018-04-05 01:39:54','930',1,'2018-04-05 01:49:02','914',20,8,1480
'SPB-14960','2018-04-05 01:39:59','1845',2,'2018-04-05 01:51:41','1846',1,11,860
'SPB-03972','2018-04-05 01:40:06','1008',9,'2018-04-05 01:53:31','1011',8,13,2440
'SPB-15971','2018-04-05 01:40:11','375',1,'2018-04-05 02:43:57','375',1,63,2490
'SPB-07572','2018-04-05 01:40:13','2157',8,'2018-04-05 01:50:16','1924',9,9,1710
'SPB-12998','2018-04-05 01:40:27','1969',1,'2018-04-05 02:14:28','262',9,32,7400
'SPB-10028','2018-04-05 01:40:30','355',5,'2018-04-05 01:48:24','1306',5,7,1520
'SPB-08306','2018-04-05 01:40:35','356',11,'2018-04-05 01:52:29','327',6,11,1880
'SPB-08262','2018-04-05 01:40:49','320',14,'2018-04-05 02:04:58','363',9,22,4450
'SPB-05172','2018-04-05 01:40:50','320',15,'2018-04-05 02:05:02','363',8,23,4270
'SPB-06483','2018-04-05 01:40:52','1669',3,'2018-04-05 01:51:23','1619',5,10,1850
'SPB-02927','2018-04-05 01:40:53','1674',2,'2018-04-05 01:56:49','1650',18,15,2640
'SPB-11262','2018-04-05 01:41:06','2157',6,'2018-04-05 01:46:58','2102',1,5,1030
'SPB-14072','2018-04-05 01:41:12','1422',4,'2018-04-05 01:59:50','1655',1,18,5370
'SPB-13509','2018-04-05 01:41:12','1267',7,'2018-04-05 02:09:30','1211',6,27,2620
'SPB-15649','2018-04-05 01:41:14','815',1,'2018-04-05 01:48:12','822',1,6,1300
'SPB-10677','2018-04-05 01:41:14','507',5,'2018-04-05 01:59:50','555',5,17,3190
'SPB-02168','2018-04-05 01:41:18','3504',4,'2018-04-05 01:55:24','576',2,13,2920
'SPB-12176','2018-04-05 01:41:23','609',3,'2018-04-05 01:58:22','1319',5,15,1800
'SPB-08557','2018-04-05 01:41:43','540',3,'2018-04-05 01:48:09','540',8,6,250
'SPB-14185','2018-04-05 01:41:56','1608',3,'2018-04-05 01:49:39','1650',12,7,1790
'SPB-01522','2018-04-05 01:42:20','1534',2,'2018-04-05 01:53:41','1533',10,11,1510
'SPB-13769','2018-04-05 01:42:24','383',8,'2018-04-05 02:00:10','525',20,17,2620
'SPB-12887','2018-04-05 01:43:04','114',11,'2018-04-05 02:05:18','170',6,20,2940
'SPB-11818','2018-04-05 01:43:10','151',10,'2018-04-05 01:55:53','106',1,11,1230
'SPB-09816','2018-04-05 01:43:25','509',19,'2018-04-05 02:06:13','525',18,21,3330
'SPB-15576','2018-04-05 01:43:28','602',7,'2018-04-05 02:03:47','516',5,19,3920
'SPB-11182','2018-04-05 01:43:33','114',7,'2018-04-05 02:32:48','2025',12,48,10380
'SPB-13341','2018-04-05 01:44:07','2377',10,'2018-04-05 01:57:11','1257',5,12,1660
'SPB-06576','2018-04-05 01:44:09','2302',5,'2018-04-05 01:58:09','2213',7,13,2450
'SPB-02397','2018-04-05 01:44:11','2041',6,'2018-04-05 04:38:07','2265',14,173,0
'SPB-15561','2018-04-05 01:44:17','188',1,'2018-04-05 02:01:31','421',6,16,4860
'SPB-15391','2018-04-05 01:44:21','250',2,'2018-04-05 01:53:34','2050',2,8,1930
'SPB-14919','2018-04-05 01:44:23','1017',12,'2018-04-05 02:03:04','1259',9,17,3810
'SPB-08417','2018-04-05 01:45:23','1308',1,'2018-04-05 02:04:30','622',6,18,3950
'SPB-00580','2018-04-05 01:45:23','109',5,'2018-04-05 03:00:36','626',2,74,19380
'SPB-04373','2018-04-05 01:45:32','356',14,'2018-04-05 02:08:56','601',1,23,4160
'SPB-13803','2018-04-05 01:45:34','233',1,'2018-04-05 01:58:55','227',1,13,2510
'SPB-10212','2018-04-05 01:45:34','2041',1,'2018-04-05 04:38:14','2265',16,172,20700
'SPB-08492','2018-04-05 01:45:36','602',7,'2018-04-05 01:51:01','627',1,5,330
'SPB-13909','2018-04-05 01:45:40','252',7,'2018-04-05 01:50:43','250',3,4,970
'SPB-05607','2018-04-05 01:45:53','933',9,'2018-04-05 01:52:16','906',10,6,940
'SPB-09767','2018-04-05 01:46:15','1925',13,'2018-04-05 01:58:40','1929',4,11,1820
'SPB-03338','2018-04-05 01:46:18','2104',5,'2018-04-05 02:25:08','2231',9,38,7090
'SPB-10700','2018-04-05 01:46:20','908',10,'2018-04-05 02:19:04','165',15,33,4680
'SPB-12450','2018-04-05 01:46:33','2050',4,'2018-04-05 01:52:23','2007',5,5,580
'SPB-14476','2018-04-05 01:47:13','225',11,'2018-04-05 01:59:12','2003',10,11,2590
'SPB-05563','2018-04-05 01:47:59','1318',3,'2018-04-05 02:00:05','1323',8,11,1850
'SPB-10516','2018-04-05 01:48:14','1015',2,'2018-04-05 01:52:35','1044',5,4,870
'SPB-04724','2018-04-05 01:48:18','1448',1,'2018-04-05 01:55:19','1403',1,6,1310
'SPB-15151','2018-04-05 01:48:18','505',8,'2018-04-05 03:20:52','505',9,92,19420
'SPB-13095','2018-04-05 01:48:19','1650',12,'2018-04-05 02:05:28','1681',7,16,1900
'SPB-10833','2018-04-05 01:48:21','734',2,'2018-04-05 02:00:27','703',2,11,2030
'SPB-03800','2018-04-05 01:48:22','2140',3,'2018-04-05 02:12:05','2107',6,23,1490
'SPB-03586','2018-04-05 01:48:29','2140',2,'2018-04-05 02:12:17','2107',19,23,1230
'SPB-02262','2018-04-05 01:48:51','639',10,'2018-04-05 03:00:29','638',6,71,6900
'SPB-13893','2018-04-05 01:49:12','265',15,'2018-04-05 02:00:15','274',10,10,1480
'SPB-05763','2018-04-05 01:49:21','2107',19,'2018-04-05 02:46:14','2107',9,56,10010
'SPB-15447','2018-04-05 01:49:35','1119',2,'2018-04-05 02:13:14','740',10,23,5090
'SPB-16033','2018-04-05 01:49:41','505',9,'2018-04-05 01:55:56','551',1,5,1340
'SPB-07584','2018-04-05 01:49:53','503',5,'2018-04-05 02:43:30','501',14,49,5010
'SPB-12268','2018-04-05 01:49:57','278',7,'2018-04-05 02:02:29','230',3,11,1820
'SPB-15238','2018-04-05 01:50:01','639',5,'2018-04-05 03:00:44','638',9,70,7600
'SPB-11436','2018-04-05 01:50:16','816',2,'2018-04-05 01:57:31','800',9,7,1240
'SPB-08854','2018-04-05 01:50:50','623',5,'2018-04-05 02:35:24','1654',8,42,11860
'SPB-12703','2018-04-05 01:51:18','2221',8,'2018-04-05 01:59:46','2265',8,7,1870
'SPB-03797','2018-04-05 01:51:19','1405',7,'2018-04-05 02:08:24','634',5,16,3640
'SPB-00621','2018-04-05 01:52:08','810',2,'2018-04-05 01:58:59','813',1,6,1740
'SPB-06529','2018-04-05 01:52:10','1401',14,'2018-04-05 02:06:19','1601',5,13,1550
'SPB-13085','2018-04-05 01:52:13','2226',5,'2018-04-05 02:04:50','2227',14,11,1800
'SPB-00675','2018-04-05 01:52:18','906',2,'2018-04-05 02:00:31','931',3,7,1590
'SPB-14096','2018-04-05 01:52:23','2028',1,'2018-04-05 04:39:09','2265',7,166,23520
'SPB-02503','2018-04-05 01:52:27','2252',7,'2018-04-05 01:58:29','2255',17,5,1180
'SPB-06355','2018-04-05 01:52:37','132',4,'2018-04-05 01:57:07','114',15,4,1200
'SPB-08090','2018-04-05 01:52:54','157',10,'2018-04-05 01:56:55','156',6,3,470
'SPB-11213','2018-04-05 01:53:16','107',1,'2018-04-05 01:57:31','183',15,4,710
'SPB-15223','2018-04-05 01:53:32','154',13,'2018-04-05 01:56:55','102',18,2,790
'SPB-14137','2018-04-05 01:53:42','161',1,'2018-04-05 02:23:42','107',1,29,6340
'SPB-10102','2018-04-05 01:53:56','746',2,'2018-04-05 02:26:26','279',5,30,6510
'SPB-13595','2018-04-05 01:54:01','102',18,'2018-04-05 01:59:14','154',1,4,830
'SPB-11701','2018-04-05 01:54:14','2337',11,'2018-04-05 02:09:13','2314',3,14,3590
'SPB-02642','2018-04-05 01:54:26','236',8,'2018-04-05 02:05:34','247',6,10,2210
'SPB-08346','2018-04-05 01:54:29','1625',10,'2018-04-05 02:17:33','1642',1,21,4760
'SPB-09933','2018-04-05 01:54:48','106',2,'2018-04-05 02:05:20','119',10,10,2000
'SPB-13158','2018-04-05 01:55:03','1682',12,'2018-04-05 02:05:15','1660',1,10,1770
'SPB-00783','2018-04-05 01:55:10','116',5,'2018-04-05 02:16:25','163',1,20,3640
'SPB-12155','2018-04-05 01:55:20','535',12,'2018-04-05 04:05:33','514',3,127,18630
'SPB-11660','2018-04-05 01:55:46','535',11,'2018-04-05 03:39:11','1209',12,99,9890
'SPB-14127','2018-04-05 01:55:48','223',6,'2018-04-05 02:01:57','207',11,5,1230
'SPB-08404','2018-04-05 01:56:11','1669',7,'2018-04-05 02:13:31','1619',3,16,1580
'SPB-10260','2018-04-05 01:56:29','2008',7,'2018-04-05 02:03:32','2009',9,6,1330
'SPB-10958','2018-04-05 01:56:41','1661',4,'2018-04-05 02:03:02','1656',3,6,830
'SPB-15391','2018-04-05 01:56:49','2050',2,'2018-04-05 02:05:16','259',8,7,1590
'SPB-05674','2018-04-05 01:56:57','834',3,'2018-04-05 02:10:30','120',4,13,3190
'SPB-05161','2018-04-05 01:57:11','592',9,'2018-04-05 02:26:18','1022',12,28,6950
'SPB-04059','2018-04-05 01:57:14','634',15,'2018-04-05 02:11:48','1333',1,14,1930
'SPB-14954','2018-04-05 01:57:45','1911',1,'2018-04-05 02:05:49','2103',8,7,1820
'SPB-03809','2018-04-05 01:57:58','535',16,'2018-04-05 04:24:41','569',3,146,22330
'SPB-11178','2018-04-05 01:58:20','265',14,'2018-04-05 02:02:07','266',7,3,430
'SPB-14108','2018-04-05 01:58:22','152',4,'2018-04-05 02:29:12','907',10,30,6660
'SPB-01659','2018-04-05 01:58:24','1719',2,'2018-04-05 02:08:17','1706',4,9,920
'SPB-05753','2018-04-05 01:58:36','107',4,'2018-04-05 02:07:10','154',13,8,1730
'SPB-09370','2018-04-05 01:58:38','1209',12,'2018-04-05 02:28:31','1209',16,29,2720
'SPB-15855','2018-04-05 01:58:40','2212',18,'2018-04-05 02:09:20','2259',2,10,2250
'SPB-05545','2018-04-05 01:58:58','1983',5,'2018-04-05 02:02:48','1920',1,3,490
'SPB-01266','2018-04-05 01:59:06','116',5,'2018-04-05 02:39:12','188',3,39,5660
'SPB-05516','2018-04-05 01:59:32','1010',4,'2018-04-05 02:15:34','1006',10,15,2600
'SPB-15009','2018-04-05 01:59:43','524',3,'2018-04-05 02:28:35','1320',8,28,6300
'SPB-14383','2018-04-05 01:59:44','2262',11,'2018-04-05 02:57:35','2262',11,57,5320
'SPB-04709','2018-04-05 01:59:50','345',7,'2018-04-05 02:05:34','342',5,5,930
'SPB-09705','2018-04-05 02:00:41','703',8,'2018-04-05 02:47:56','155',2,46,8500
'SPB-15710','2018-04-05 02:01:41','244',2,'2018-04-05 02:13:50','203',15,11,1920
'SPB-10167','2018-04-05 02:01:45','583',20,'2018-04-05 02:18:08','1337',2,16,4050
'SPB-15303','2018-04-05 02:01:49','1715',3,'2018-04-05 02:59:39','1715',3,57,9220
'SPB-15414','2018-04-05 02:01:54','1303',3,'2018-04-05 02:15:24','1346',3,13,2530
'SPB-02581','2018-04-05 02:01:57','3504',4,'2018-04-05 02:37:05','1248',19,34,6080
'SPB-06716','2018-04-05 02:02:14','1455',4,'2018-04-05 02:12:32','1433',3,9,1400
'SPB-10368','2018-04-05 02:02:18','815',20,'2018-04-05 02:12:46','813',20,10,2190
'SPB-12892','2018-04-05 02:02:32','2171',16,'2018-04-05 02:05:23','2111',10,2,70
'SPB-06777','2018-04-05 02:02:53','1125',10,'2018-04-05 02:09:18','1124',2,6,630
'SPB-13424','2018-04-05 02:03:12','2308',13,'2018-04-05 02:14:15','2304',1,10,2180
'SPB-03310','2018-04-05 02:03:30','1010',10,'2018-04-05 02:11:04','1018',20,7,1530
'SPB-12710','2018-04-05 02:03:40','2119',5,'2018-04-05 02:11:42','2109',2,7,1830
'SPB-06474','2018-04-05 02:03:45','244',19,'2018-04-05 03:42:29','244',2,98,10150
'SPB-09808','2018-04-05 02:04:05','244',17,'2018-04-05 03:42:53','244',19,98,9200
'SPB-10516','2018-04-05 02:04:32','1044',5,'2018-04-05 02:10:21','1010',18,5,1250
'SPB-15147','2018-04-05 02:04:46','500',2,'2018-04-05 02:10:48','540',3,5,1150
'SPB-09034','2018-04-05 02:04:52','1448',3,'2018-04-05 02:39:46','1308',7,34,5860
'SPB-05279','2018-04-05 02:04:57','245',7,'2018-04-05 02:09:57','231',1,4,920
'SPB-06577','2018-04-05 02:05:08','512',4,'2018-04-05 02:12:05','537',5,6,1540
'SPB-12162','2018-04-05 02:05:31','1332',9,'2018-04-05 02:11:21','1333',14,5,1070
'SPB-15345','2018-04-05 02:05:38','1209',16,'2018-04-05 02:26:19','1018',1,20,3900
'SPB-01154','2018-04-05 02:06:02','1333',1,'2018-04-05 02:18:44','634',10,12,2030
'SPB-02252','2018-04-05 02:06:11','1601',3,'2018-04-05 02:52:46','1328',2,46,2760
'SPB-04451','2018-04-05 02:06:26','1344',3,'2018-04-05 02:20:47','1339',5,13,3040
'SPB-06342','2018-04-05 02:06:27','1627',1,'2018-04-05 02:27:56','1636',2,21,3570
'SPB-07369','2018-04-05 02:06:44','1037',10,'2018-04-05 02:13:32','1016',8,6,1260
'SPB-14958','2018-04-05 02:06:48','1654',5,'2018-04-05 02:30:09','1655',9,23,4420
'SPB-08647','2018-04-05 02:06:57','1829',10,'2018-04-05 02:22:13','1816',15,15,2210
'SPB-10958','2018-04-05 02:07:26','1656',3,'2018-04-05 02:14:32','1619',1,6,1350
'SPB-06355','2018-04-05 02:07:33','114',15,'2018-04-05 02:13:00','107',5,5,1190
'SPB-15167','2018-04-05 02:07:49','1243',8,'2018-04-05 02:24:03','2344',8,15,3500
'SPB-15607','2018-04-05 02:07:53','1124',2,'2018-04-05 02:44:37','1106',5,36,3620
'SPB-06765','2018-04-05 02:07:59','216',8,'2018-04-05 02:22:26','259',5,14,1530
'SPB-00637','2018-04-05 02:08:06','1124',5,'2018-04-05 02:43:59','1106',4,35,3630
'SPB-08289','2018-04-05 02:08:07','1901',1,'2018-04-05 02:28:46','243',15,19,3680
'SPB-03732','2018-04-05 02:08:16','1318',1,'2018-04-05 02:14:56','1320',7,6,1530
'SPB-01148','2018-04-05 02:08:33','1308',4,'2018-04-05 02:19:00','612',14,9,1120
'SPB-12884','2018-04-05 02:08:44','514',1,'2018-04-05 02:14:19','513',2,5,1210
'SPB-04088','2018-04-05 02:08:50','623',1,'2018-04-05 02:14:40','624',1,5,1340
'SPB-12936','2018-04-05 02:08:58','274',7,'2018-04-05 02:29:44','2016',8,20,3880
'SPB-11073','2018-04-05 02:09:10','1010',7,'2018-04-05 02:18:30','1019',8,8,1420
'SPB-04131','2018-04-05 02:09:45','2357',9,'2018-04-05 02:25:27','1206',2,15,3620
'SPB-15241','2018-04-05 02:09:46','1518',1,'2018-04-05 02:23:50','1503',3,13,3700
'SPB-10617','2018-04-05 02:09:49','539',4,'2018-04-05 02:21:18','574',11,10,970
'SPB-04800','2018-04-05 02:09:54','1308',9,'2018-04-05 02:18:39','612',19,8,1140
'SPB-12982','2018-04-05 02:10:24','1305',6,'2018-04-05 02:34:43','1308',10,23,1790
'SPB-10399','2018-04-05 02:10:26','583',10,'2018-04-05 02:20:32','608',1,9,1620
'SPB-07884','2018-04-05 02:10:58','1431',4,'2018-04-05 02:23:28','1403',11,11,2830
'SPB-09264','2018-04-05 02:11:12','2219',5,'2018-04-05 02:24:05','2036',17,12,2450
'SPB-13670','2018-04-05 02:11:39','262',8,'2018-04-05 02:21:10','255',4,9,2240
