종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"417630","TIGER KEDI혁신기업ESG30","10405","115","1.12","10452.10","10350","10415","10345","14040","146022745","16127750000","0","1550000","KEDI 혁신기업ESG30 지수(시장가격 지수)","2591.69","40.22","1.58"
"449170","TIGER KOFR금리액티브(합성)","108280","5","0.00","108284.71","108280","108285","108280","62711","6790483935","3163075360000","0","29212000","KOFR 지수","1152.87","0.26","0.02"
"292160","TIGER KRX300","16615","295","1.81","16672.77","16575","16625","16575","25","415345","8307500000","0","500000","KRX 300","1611.69","34.75","2.20"
"404540","TIGER KRX기후변화솔루션","9985","125","1.27","9964.28","9965","9990","9960","169","1684955","4992500000","0","500000","KRX 기후변화 솔루션지수","1879.16","18.47","0.99"
"228820","TIGER KTOP30","7920","75","0.96","7957.97","7915","7940","7915","410","3250260","6732000000","0","850000","KTOP 30","7935.54","129.99","1.67"
"300610","TIGER K게임","6620","0","0.00","6635.37","6640","6660","6585","18472","122154490","12909000000","0","1950000","WISE K게임 테마 지수","538.90","2.35","0.44"
"138530","TIGER LG그룹+펀더멘털","6355","30","0.47","6385.82","6375","6430","6350","18615","119085872","9659600000","0","1520000","MKF LG그룹+ FW","6345.68","64.49","1.03"
"445910","TIGER MKF배당귀족","13510","150","1.12","13577.50","13425","13540","13425","7233","97723285","9457000000","0","700000","MKF 배당귀족 지수(시장가격지수)","1368.28","17.66","1.31"
"289260","TIGER MSCI KOREA ESG리더스","8920","70","0.79","8946.02","8920","8920","8920","1005","8979750","6957600000","0","780000","MSCI Korea Country ESG Leaders Capped Index","1284.39","10.65","0.84"
"289250","TIGER MSCI KOREA ESG유니버설","10250","185","1.84","10261.18","10215","10250","10215","210","2145500","6457500000","0","630000","MSCI Korea ESG Universal Index","1403.85","30.21","2.20"
"310970","TIGER MSCI Korea TR","14650","280","1.95","14723.15","14540","14690","14515","5441","79738080","2062720000000","0","140800000","MSCI Korea TR Index","1480.96","35.09","2.43"
"269370","TIGER S&P글로벌인프라(합성)","14770","170","1.16","14869.88","14600","14890","14600","1021","15155497","12554500000","0","850000","S&P Global Infrastructure Index","3085.22","0.00","0.00"
"248270","TIGER S&P글로벌헬스케어(합성)","24020","160","0.67","24082.75","23760","24135","23760","3389","81468847","39392800000","0","1640000","S&P Global 1200 Health Care Index","5106.00","0.84","0.02"
"292150","TIGER TOP10","11180","185","1.68","11162.09","11050","11180","11050","163727","1824901970","766948000000","0","68600000","FnGuide TOP10 지수","3892.74","61.21","1.60"
"453950","TIGER TSMC파운드리밸류체인","14600","275","1.92","14541.90","14690","14690","14255","4273","61761370","20440000000","0","1400000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","327.77","6.92","2.16"
"364990","TIGER 게임TOP10","4890","-15","-0.31","4908.37","4950","4950","4870","173222","847826198","30807000000","0","6300000","KRX 게임 TOP 10 지수","605.30","0.99","0.16"
"139280","TIGER 경기방어","10295","60","0.59","10326.99","10300","10300","10210","10310","105881240","64446700000","0","6260000","코스피 200 경기방어소비재","1026.36","10.03","0.99"
"237440","TIGER 경기방어채권혼합","9545","15","0.16","9589.00","9540","9600","9540","1931","18456200","7636000000","0","800000","경기방어소비재 채권혼합 지수","1508.56","2.83","0.19"
"319640","TIGER 골드선물(H)","19140","-5","-0.03","19151.96","19145","19175","19100","35218","673949500","79431000000","0","4150000","S&P GSCI Gold Index(TR)","1485.46","0.00","0.00"
"160580","TIGER 구리실물","12680","-115","-0.90","12609.65","12775","12775","12635","41636","527770221","32334000000","0","2550000","S&P GSCI Cash Copper Index","226.31","0.00","0.00"
"451530","TIGER 국고채30년스트립액티브","62635","0","0.00","62615.78","62365","62715","62365","24477","1529549455","154207370000","0","2462000","KIS STRIP 30Y Index(총수익지수)","11661.56","1.89","0.02"
"114820","TIGER 국채3년","107090","30","0.03","107089.65","107075","107115","107015","3206","343234997","58685320000","0","548000","KTB INDEX(시장가격)","10444.79","-2.20","-0.02"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","16615","100","0.61","16741.50","16520","16665","16400","3461","57351604","100686900000","0","6060000","MorningStar Exponential Technologies Index(PR)","2827.21","4.58","0.16"
"464310","TIGER 글로벌AI&로보틱스 INDXX","12590","90","0.72","12603.17","12720","12720","12575","44267","558293263","78058000000","0","6200000","Indxx Global Robotics & Artificial Intelligence Thematic Index(Net Total Return)","4827.14","0.00","0.00"
"418670","TIGER 글로벌AI사이버보안","14505","190","1.33","14571.33","14335","14930","14335","13754","199102941","21467400000","0","1480000","Indxx Cybersecurity 지수 (총수익)","2275.31","12.93","0.57"
"466950","TIGER 글로벌AI액티브","15675","115","0.74","15795.50","15560","15795","15560","64146","1006434734","218196000000","0","13920000","Indxx Artificial Intelligence and Big Data 지수(Net Total Return)","5717.58","0.00","0.00"
"491010","TIGER 글로벌AI전력인프라액티브","11555","205","1.81","11644.50","11650","11650","11120","62920","722710201","59739350000","0","5170000","Mirae Asset AI Infrastructure 지수(Net Total Return)","2634.02","3.30","0.13"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","6495","80","1.25","6566.87","6410","6515","6410","45348","294371023","226026000000","0","34800000","Solactive Global Lithium 지수(Net Total Return)","172.86","1.49","0.87"
"440340","TIGER 글로벌멀티에셋TIF액티브","11285","-105","-0.92","11333.02","11395","11395","11240","5640","63584933","27648250000","0","2450000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1109.62","0.00","0.00"
"412770","TIGER 글로벌메타버스액티브","10980","-40","-0.36","11282.31","11220","11245","10700","14335","159399570","98710200000","0","8990000","Indxx Global Metaverse Index (Price Return)","3308.03","-0.08","0.00"
"476690","TIGER 글로벌비만치료제TOP2Plus","10090","-10","-0.10","10084.51","10090","10150","10010","41243","414754821","125620500000","0","12450000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2499.52","-0.16","-0.01"
"480310","TIGER 글로벌온디바이스AI","9965","130","1.32","10009.71","9905","10005","9905","16006","159722819","83706000000","0","8400000","Mirae Asset Global On-Device AI 지수 (시장가격)","3774.56","5.75","0.15"
"387270","TIGER 글로벌이노베이션액티브","15765","50","0.32","15855.44","15825","15845","15720","14763","233016550","22386300000","0","1420000","NASDAQ 100","19704.64","0.00","0.00"
"276000","TIGER 글로벌자원생산기업(합성 H)","14360","260","1.84","14472.40","14305","14410","14105","585","8368655","11488000000","0","800000","MorningStar Global Upstream Resources Index(PR)","3933.20","11.62","0.30"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","10935","45","0.41","11004.36","10890","10950","10890","15951","174267462","270313200000","0","24720000","Solactive Autonomous & Electric Vehicles 지수(Net Total Return)","1635.49","5.39","0.33"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","11320","265","2.40","11437.06","11345","11355","11280","2618","29610624","31243200000","0","2760000","Indxx Global Cloud Computing Index(Net Total Return)","5729.43","-0.08","0.00"
"464930","TIGER 글로벌혁신블루칩TOP10","15045","100","0.67","15186.24","14950","15485","14950","7682","115932167","139918500000","0","9300000","Mirae Asset Global Innovative Bluechip Top 10 Index(NTR)","5527.02","-13.77","-0.25"
"139310","TIGER 금속선물(H)","5930","-50","-0.84","6034.29","5980","5980","5930","2253","13376980","3558000000","0","600000","S&P GSCI Industrial Metals Select Index(TR)","242.99","0.00","0.00"
"139320","TIGER 금은선물(H)","13320","20","0.15","13321.51","13340","13340","13300","30865","410848638","7992000000","0","600000","S&P GSCI Precious Metals Index(TR)","3324.11","0.00","0.00"
"137610","TIGER 농산물선물Enhanced(H)","5670","35","0.62","5653.15","5625","5670","5625","7402","41815287","15876000000","0","2800000","S&P GSCI Agriculture Enhanced Index(ER)","74.59","0.45","0.61"
"182490","TIGER 단기선진하이일드(합성 H)","13285","40","0.30","13215.15","13245","13285","13180","654","8674925","9963750000","0","750000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","79.42","0.00","0.00"
"272580","TIGER 단기채권액티브","55410","0","0.00","55404.50","55405","55410","55400","13477","746730376","514648080000","0","9288000","KIS MSB 6M PLUS 지수","13205.37","0.00","0.00"
"157450","TIGER 단기통안채","109855","10","0.01","109852.14","109845","109855","109845","9303","1021948272","754154575000","0","6865000","KIS MSB 6M(총수익)","13084.52","1.00","0.01"
"105010","TIGER 라틴35","4540","150","3.42","4579.51","4610","4620","4515","9140","41524676","5448000000","0","1200000","BNY Latin America 35 ADR","2220.76","0.00","0.00"
"123320","TIGER 레버리지","16260","620","3.96","16260.25","15895","16340","15880","187025","3024298031","45528000000","0","2800000","코스피 200","348.19","7.39","2.17"
"174350","TIGER 로우볼","13340","160","1.21","13415.44","13270","13340","13270","236","3144070","6670000000","0","500000","FnGuide Low Vol 지수","13545.50","225.33","1.69"
"329200","TIGER 리츠부동산인프라","4225","0","0.00","4237.16","4225","4235","4210","509050","2150417945","608188750000","0","143950000","FnGuide 리츠부동산인프라","1664.25","4.65","0.28"
"341850","TIGER 리츠부동산인프라채권TR KIS","4680","15","0.32","4690.49","4665","4685","4660","8733","40781765","17784000000","0","3800000","KIS 리츠부동산인프라채권TR 지수","38434.65","78.87","0.21"
"147970","TIGER 모멘텀","34390","570","1.69","34560.96","34200","34555","33925","4277","147072687","7565800000","0","220000","FnGuide 모멘텀 지수","34742.09","737.70","2.17"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","41175","145","0.35","41116.58","41285","41300","41065","96130","3955726841","694622250000","0","16870000","ICE BofA Long US Treasury Principal STRIPS Index","430.30","0.00","0.00"
"476550","TIGER 미국30년국채커버드콜액티브(H)","8535","-5","-0.06","8522.43","8540","8550","8520","1233528","10524689851","1261899750000","0","147850000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","979.83","0.00","0.00"
"491830","TIGER 미국AI반도체팹리스","10130","175","1.76","10189.90","10205","10205","10105","10632","108062963","15701500000","0","1550000","Mirae Asset US AI Fabless 지수(Net Total Return)","9530.68","0.00","0.00"
"490090","TIGER 미국AI빅테크10","10420","75","0.72","10512.57","10455","10505","10415","405886","4247762074","105242000000","0","10100000","KEDI 미국AI빅테크10 지수(PR)","7595.37","0.00","0.00"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","9415","60","0.64","9486.34","9580","9580","9405","80950","762926125","133693000000","0","14200000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","7148.20","0.00","0.00"
"182480","TIGER 미국MSCI리츠(합성 H)","12470","-5","-0.04","12620.48","12845","12845","12440","25736","320867356","136546500000","0","10950000","MSCI US REIT Index","1294.58","0.00","0.00"
"360750","TIGER 미국S&P500","20190","90","0.45","20346.70","20250","20275","20180","15023533","303690949102","7597497000000","0","376300000","S&P 500","5638.94","0.00","0.00"
"448290","TIGER 미국S&P500TR(H)","13450","105","0.79","13545.64","13480","13490","13450","83165","1120386825","347010000000","0","25800000","S&P 500 Total Return Index","13366.96","0.00","0.00"
"488500","TIGER 미국S&P500동일가중","10525","65","0.62","10589.46","10460","10640","10440","46302","487811366","178398750000","0","16950000","S&P 500 Equal Weight Index(PR)","6975.50","0.00","0.00"
"225040","TIGER 미국S&P500레버리지(합성 H)","40260","535","1.35","40841.76","40360","40450","40260","19278","777808260","63610800000","0","1580000","S&P 500","5638.94","0.00","0.00"
"429000","TIGER 미국S&P500배당귀족","12360","-20","-0.16","12422.10","12425","12425","12350","32375","400888164","104442000000","0","8450000","S&P 500 Dividend Aristocrats 지수 (Price Return)","1789.11","0.00","0.00"
"143850","TIGER 미국S&P500선물(H)","60045","530","0.89","60034.48","60035","60180","60035","5247","315275313","147110250000","0","2450000","S&P 500 Futures Index(ER)","469.57","-2.87","-0.61"
"225030","TIGER 미국S&P500선물인버스(H)","3120","-25","-0.79","3124.10","3120","3125","3115","72793","227126799","7956000000","0","2550000","S&P 500 Futures Total Return Index","842.60","-4.83","-0.57"
"482730","TIGER 미국S&P500타겟데일리커버드콜","10435","40","0.38","10524.84","10485","10485","10435","483759","5063332973","308354250000","0","29550000","S&P500 10% Daily Premium Covered Call Index(TR)","283.25","0.00","0.00"
"133690","TIGER 미국나스닥100","126095","645","0.51","127113.84","126660","126660","125990","358826","45332289012","4428456400000","0","35120000","NASDAQ 100","19704.64","0.00","0.00"
"483240","TIGER 미국나스닥100ETF선물","9890","140","1.44","9868.07","9940","9950","9880","2440","24184575","19780000000","0","2000000","KRX 나스닥 100 ETF 선물지수","1547.59","-10.96","-0.70"
"448300","TIGER 미국나스닥100TR(H)","15755","140","0.90","15871.29","15775","15805","15750","139633","2202477374","225296500000","0","14300000","NASDAQ-100 Total Return Index","23837.86","0.00","0.00"
"435420","TIGER 미국나스닥100TR채권혼합Fn","12680","30","0.24","12700.78","12710","12710","12655","55663","706230281","174350000000","0","13750000","FnGuide 나스닥100 채권혼합 지수(총수익 지수)","1823.82","11.60","0.64"
"418660","TIGER 미국나스닥100레버리지(합성)","21925","175","0.80","22297.48","22085","22145","21920","99935","2201779585","120587500000","0","5500000","NASDAQ 100","19704.64","0.00","0.00"
"441680","TIGER 미국나스닥100커버드콜(합성)","10605","50","0.47","10695.16","10655","10655","10590","209663","2227531562","380189250000","0","35850000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1046.71","0.00","0.00"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","9310","50","0.54","9376.26","9340","9360","9295","538026","5014751631","632149000000","0","67900000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","316.09","0.00","0.00"
"429010","TIGER 미국나스닥넥스트100","13455","100","0.75","13555.15","13510","13510","13405","404","5446470","6727500000","0","500000","Nasdaq Next Generation 100 지수 (Price Return)","1189.02","0.00","0.00"
"203780","TIGER 미국나스닥바이오","23330","-110","-0.47","23648.67","23900","23900","23330","16835","395854791","55058800000","0","2360000","NASDAQ Biotechnology 지수(시장가격지수)","4445.73","0.00","0.00"
"245340","TIGER 미국다우존스30","29335","110","0.38","29453.92","29310","29605","29295","20981","615479101","105019300000","0","3580000","Dow Jones Industrial Average","41488.19","0.00","0.00"
"456610","TIGER 미국달러SOFR금리액티브(합성)","59330","-220","-0.37","59380.20","59470","59485","59220","8726","517482540","571703880000","0","9636000","Solactive SOFR Daily Total Return Index","1185.18","0.00","0.00"
"329750","TIGER 미국달러단기채권액티브","13085","-60","-0.46","13083.90","13125","13125","13055","117162","1533866236","657259550000","0","50230000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","149.24","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","16810","-110","-0.65","16814.54","16905","16905","16755","231","3881930","10086000000","0","600000","미국달러선물지수","1584.09","-5.80","-0.36"
"261120","TIGER 미국달러선물인버스2X","5205","35","0.68","5224.86","5180","5230","5180","6409","33400595","15615000000","0","3000000","미국달러선물지수","1584.09","-5.80","-0.36"
"494840","TIGER 미국방산TOP10","9765","-65","-0.66","9864.67","9845","9845","9695","55739","545193613","23436000000","0","2400000","Mirae Asset US Defense Top 10 Index(PR)","1484.94","0.00","0.00"
"458730","TIGER 미국배당다우존스","12640","0","0.00","12706.20","12660","12690","12625","715162","9052318359","1976264000000","0","156350000","Dow Jones U.S. Dividend 100 Price Return Index","5822.74","0.00","0.00"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","9575","-15","-0.16","9626.67","9610","9640","9565","156671","1502675255","130220000000","0","13600000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","244.41","0.00","0.00"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","11635","0","0.00","11704.56","11655","11680","11625","47579","553620678","72137000000","0","6200000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","646.82","0.00","0.00"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","10600","0","0.00","10657.72","10640","10650","10590","481780","5115241687","963010000000","0","90850000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","533.16","0.00","0.00"
"0015K0","TIGER 미국소비트렌드액티브","7960","45","0.57","8092.81","8080","8080","7955","56306","451643770","7960000000","0","1000000","Mirae Asset US Consumer Trend 지수 (Net Total Return)","1627.59","0.00","0.00"
"305080","TIGER 미국채10년선물","12825","-75","-0.58","12844.65","12900","12900","12800","70169","900588192","157747500000","0","12300000","S&P 10-Year U.S. Treasury Note Futures(ER)","187.31","0.00","0.00"
"465670","TIGER 미국캐시카우100","12270","-45","-0.37","12382.27","12320","12320","12260","2691","33027552","12883500000","0","1050000","Global X U.S. Cash Flow Kings 100 Index(TR)","2756.50","0.00","0.00"
"381170","TIGER 미국테크TOP10 INDXX","21840","120","0.55","22026.40","21950","21950","21830","1402085","30675554023","3003000000000","0","137500000","Indxx US Tech Top 10 Index","6500.98","0.00","0.00"
"472160","TIGER 미국테크TOP10 INDXX(H)","13210","110","0.84","13320.67","13310","13310","13195","501370","6630502405","260237000000","0","19700000","Indxx US Tech Top 10 Index","6500.98","0.00","0.00"
"472170","TIGER 미국테크TOP10채권혼합","12170","30","0.25","12210.54","12260","12265","12160","63594","774640639","200805000000","0","16500000","FnGuide 미국테크TOP10 채권혼합지수","2391.99","22.13","0.93"
"474220","TIGER 미국테크TOP10타겟커버드콜","12470","90","0.73","12565.99","12690","12690","12460","316105","3948567730","440814500000","0","35350000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","6217.47","0.00","0.00"
"458260","TIGER 미국투자등급회사채액티브(H)","48765","115","0.24","48694.46","48785","48830","48730","5557","270960359","189208200000","0","3880000","iBoxx USD Liquid Investment Grade Index(Price Return)","96.19","0.00","0.00"
"497570","TIGER 미국필라델피아AI반도체나스닥","9685","90","0.94","9733.60","9780","9780","9645","335343","3243955381","376262250000","0","38850000","PHLX US AI Semiconductor 지수 (PR)","1032.77","0.00","0.00"
"381180","TIGER 미국필라델피아반도체나스닥","17410","200","1.16","17539.86","17555","17555","17410","839323","14642802058","2298990500000","0","132050000","PHLX Semiconductor Sector Index","4598.79","0.00","0.00"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","19520","500","2.63","19776.03","19550","19630","19415","105879","2069324629","177046400000","0","9070000","PHLX Semiconductor Sector Index","4598.79","0.00","0.00"
"228810","TIGER 미디어컨텐츠","5505","70","1.29","5497.24","5460","5535","5395","352458","1928981200","109494450000","0","19890000","WISE 미디어컨텐츠 지수","2787.34","32.31","1.17"
"364970","TIGER 바이오TOP10","8250","335","4.23","8274.85","8000","8255","7930","1096650","8862984740","138600000000","0","16800000","KRX 바이오 TOP 10 지수","2553.78","105.77","4.32"
"091230","TIGER 반도체","35090","975","2.86","35011.21","34815","35190","34535","221357","7733165764","239313800000","0","6820000","KRX 반도체","3485.92","81.41","2.39"
"488080","TIGER 반도체TOP10레버리지","5535","240","4.53","5526.21","5500","5605","5425","610108","3388473692","21033000000","0","3800000","FnGuide 반도체TOP10 지수","2699.99","56.56","2.14"
"098560","TIGER 방송통신","7435","5","0.07","7489.34","7445","7480","7425","4725","35204823","2676600000","0","360000","KRX 방송통신","680.56","6.47","0.96"
"211560","TIGER 배당성장","20080","115","0.58","20142.85","20070","20095","19965","8596","172231005","28312800000","0","1410000","코스피 배당성장 50","3968.25","40.42","1.03"
"472150","TIGER 배당커버드콜액티브","10455","180","1.75","10475.19","10300","10460","10300","24498","255482726","91585800000","0","8760000","코스피 200 커버드콜 5% OTM","360.25","6.95","1.97"
"138520","TIGER 삼성그룹펀더멘털","10950","270","2.53","10968.57","10710","10950","10710","1500307","16293953075","59130000000","0","5400000","MKF SAMs FW","12280.34","402.49","3.39"
"157490","TIGER 소프트웨어","8250","-5","-0.06","8268.00","8255","8290","8165","282339","2319796112","116490000000","0","14120000","FnGuide 소프트웨어 지수","4251.97","10.01","0.24"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","9500","35","0.37","9544.67","9595","9595","9465","22395","212865779","47500000000","0","5000000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","996.46","0.00","0.00"
"228800","TIGER 여행레저","2975","-15","-0.50","2987.99","2980","3005","2970","191143","569852181","101388000000","0","34080000","WISE 여행레저 지수","1459.07","-0.31","-0.02"
"227570","TIGER 우량가치","12245","70","0.57","12311.59","12320","12320","12225","391","4801950","5510250000","0","450000","FnGuide 퀄리티밸류 지수","24559.03","160.13","0.66"
"261140","TIGER 우선주","10710","70","0.66","10677.50","10675","10745","10605","11052","117477060","6640200000","0","620000","코스피 우선주 지수","2623.49","16.32","0.63"
"463250","TIGER 우주방산","20190","1355","7.19","20224.64","18960","20300","18910","826361","16368304431","101959500000","0","5050000","iSelect 우주방산","2984.80","207.78","7.48"
"130680","TIGER 원유선물Enhanced(H)","4165","40","0.97","4181.93","4130","4205","4130","103217","429573158","17493000000","0","4200000","S&P GSCI Crude Oil Enhanced Index ER","495.88","3.97","0.81"
"217770","TIGER 원유선물인버스(H)","2830","-20","-0.70","2819.87","2830","2830","2795","35296","99367810","8490000000","0","3000000","S&P GSCI Crude Oil Index ER","138.97","1.11","0.81"
"195930","TIGER 유로스탁스50(합성 H)","19390","95","0.49","19411.05","19295","19595","19295","10162","197254877","45566500000","0","2350000","EURO STOXX 50 Index","5404.18","0.00","0.00"
"225050","TIGER 유로스탁스레버리지(합성 H)","13220","265","2.05","13257.09","12620","13270","12620","1519","20029960","8593000000","0","650000","EURO STOXX 50 Index","5404.18","0.00","0.00"
"245350","TIGER 유로스탁스배당30","14990","75","0.50","14773.73","14920","15190","14915","22580","339451040","17238500000","0","1150000","Euro STOXX Select Dividend 30","1899.07","0.00","0.00"
"091220","TIGER 은행","8865","85","0.97","8920.87","8780","8885","8780","9128","80984645","9396900000","0","1060000","KRX 은행","864.00","14.96","1.76"
"466940","TIGER 은행고배당플러스TOP10","14070","185","1.33","14103.98","13940","14070","13930","357540","4999816729","324313500000","0","23050000","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","1285.71","19.85","1.57"
"307510","TIGER 의료기기","15010","-70","-0.46","15052.16","15125","15130","14945","1581","23712345","8255500000","0","550000","FnGuide 의료기기 지수","1547.65","-9.31","-0.60"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","8165","225","2.83","8156.11","8095","8245","8075","4636","37984440","8981500000","0","1100000","MSCI EM Index","1127.82","8.21","0.73"
"453870","TIGER 인도니프티50","12590","65","0.52","12613.20","12525","12610","12520","117206","1472419912","548924000000","0","43600000","Nifty 50 Index","22397.20","0.00","0.00"
"236350","TIGER 인도니프티50레버리지(합성)","37085","40","0.11","37320.38","37990","37990","36300","2178","81009680","54885800000","0","1480000","Nifty 50 Index","22397.20","0.00","0.00"
"479730","TIGER 인도빌리언컨슈머","9220","10","0.11","9214.97","9245","9250","9135","45052","414756167","125853000000","0","13650000","Mirae Asset India Billion Consumer 지수","4301.63","13.44","0.31"
"123310","TIGER 인버스","4915","-95","-1.90","4907.57","4990","4990","4900","413314","2035398180","35879500000","0","7300000","코스피 200 선물지수","1714.56","30.20","1.79"
"365000","TIGER 인터넷TOP10","3895","-100","-2.50","3901.75","3995","4025","3870","1679395","6586128895","65436000000","0","16800000","KRX 인터넷 TOP 10 지수","971.34","-22.72","-2.29"
"195920","TIGER 일본TOPIX(합성 H)","23325","480","2.10","23382.46","22625","23330","22625","148","3431075","11662500000","0","500000","TOPIX","2748.12","32.27","1.19"
"241180","TIGER 일본니케이225","21705","75","0.35","21680.75","21995","21995","21665","84473","1835693150","236584500000","0","10900000","Nikkei 225","37396.52","343.42","0.93"
"465660","TIGER 일본반도체FACTSET","12200","120","0.99","12210.05","12100","12280","12100","8522","103701823","33550000000","0","2750000","FactSet Japan Semiconductor Index(PR)","3519.03","50.13","1.45"
"292560","TIGER 일본엔선물","9195","-70","-0.76","9205.74","9220","9265","9190","101278","934289427","83674500000","0","9100000","엔선물지수","512.54","-3.31","-0.64"
"494670","TIGER 조선TOP10","15765","360","2.34","15816.37","15460","15925","15330","2151655","33599792639","228592500000","0","14500000","iSelect 조선TOP10 Index(PR)","2431.11","59.37","2.50"
"451540","TIGER 종합채권(AA-이상)액티브","56470","20","0.04","56482.38","56510","56510","56410","6905","389587478","888950740000","0","15742000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","120.70","0.00","0.00"
"150460","TIGER 중국소비테마","6440","80","1.26","6509.89","6425","6480","6390","45998","296955149","84428400000","0","13110000","FnGuide 중국내수테마 지수","3279.43","23.93","0.74"
"302190","TIGER 중장기국채","52215","-10","-0.02","52217.56","52205","52225","52155","48605","2535836350","232878900000","0","4460000","KIS 국채 3-10년 지수(시장가격지수)","10711.92","2.55","0.02"
"157500","TIGER 증권","6205","105","1.72","6223.35","6130","6215","6130","15358","95014699","6949600000","0","1120000","FnGuide 증권 지수","2993.19","61.75","2.11"
"307520","TIGER 지주회사","10425","15","0.14","10466.51","10480","10480","10405","18866","196891225","6255000000","0","600000","FnGuide 지주회사 지수","1527.72","11.29","0.74"
"192090","TIGER 차이나CSI300","10525","-55","-0.52","10539.48","10660","10735","10495","598446","6325649621","186292500000","0","17700000","CSI 300 Index","0.00","-4006.56","-100.00"
"204480","TIGER 차이나CSI300레버리지(합성)","19995","-285","-1.41","20398.36","20380","20485","19930","194681","3962370921","103174200000","0","5160000","CSI 300 Index","0.00","-4006.56","-100.00"
"217780","TIGER 차이나CSI300인버스(합성)","7150","40","0.56","7237.80","7110","7205","7100","413","2939192","11797500000","0","1650000","CSI 300 Index","0.00","-4006.56","-100.00"
"245360","TIGER 차이나HSCEI","13820","30","0.22","13830.65","13915","13915","13745","59317","821197695","67718000000","0","4900000","Hang Seng China H","8946.86","68.87","0.78"
"414780","TIGER 차이나과창판STAR50(합성)","8775","-90","-1.02","8917.13","8945","8945","8735","142531","1253839185","167602500000","0","19100000","STAR 50 Index(Price Return)","1083.64","-4.47","-0.41"
"371470","TIGER 차이나바이오테크SOLACTIVE","6510","-30","-0.46","6549.48","6680","6695","6510","50906","335205844","38539200000","0","5920000","Solactive China Biotech Index(Net Total Return)","1457.17","2.15","0.15"
"396520","TIGER 차이나반도체FACTSET","7430","0","0.00","7449.17","7500","7535","7360","53116","396934259","35961200000","0","4840000","FactSet China Semiconductor 지수(Net Total Return)","180.94","-0.98","-0.54"
"371460","TIGER 차이나전기차SOLACTIVE","10750","-80","-0.74","10736.67","10900","10930","10700","1768013","19132240795","1931990000000","0","179720000","Solactive China Electric Vehicle and Battery Index(Net Total Return)","2319.66","-19.53","-0.83"
"456680","TIGER 차이나전기차레버리지(합성)","7655","-140","-1.80","7758.30","7715","7860","7585","24921","192257483","58178000000","0","7600000","Solactive China Electric Vehicle and Battery Index(Net Total Return)","2319.66","-19.53","-0.83"
"396510","TIGER 차이나클린에너지SOLACTIVE","6140","20","0.33","6255.27","6120","6210","6105","9444","57746050","17437600000","0","2840000","Solactive China Clean Energy 지수(Net Total Return)","1739.36","8.03","0.46"
"117690","TIGER 차이나항셍25","22500","535","2.44","22396.84","21960","22500","21935","13616","303243523","12375000000","0","550000","Hang Seng China (Hong Kong-listed) 25 Index","9448.69","70.75","0.75"
"371160","TIGER 차이나항셍테크","9490","-40","-0.42","9495.76","9540","9760","9395","3419408","32582950268","965133000000","0","101700000","Hang Seng TECH Index","5882.69","1.91","0.03"
"438320","TIGER 차이나항셍테크레버리지(합성 H)","11345","60","0.53","11320.16","11430","11645","11100","181147","2070314797","46401050000","0","4090000","Hang Seng TECH Index","5882.69","1.91","0.03"
"496080","TIGER 코리아밸류업","10270","210","2.09","10279.07","10155","10275","10155","110357","1127637568","156617500000","0","15250000","코리아 밸류업 지수","1039.47","20.53","2.01"
"471780","TIGER 코리아테크액티브","8715","180","2.11","8707.47","8645","8720","8645","17","147460","8802150000","0","1010000","KRX 정보기술","1366.17","23.06","1.72"
